Edge Type,Source Node Type,Target Node Type,Edge Property,Data Type,Cardinality,Constraint,Evidence Column(s),Source Dataset
uses,Session,Protocol,dst_port,int64,N:1,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
uses,Session,Protocol,http_status_code,int64,N:1,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
uses,Session,Protocol,src_port,int64,N:1,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
uses,Session,Protocol,dst_port,int64,N:1,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
uses,Session,Protocol,http_status_code,int64,N:1,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
uses,Session,Protocol,src_port,int64,N:1,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
uses,Session,Protocol,dst_port,int64,N:1,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
uses,Session,Protocol,http_status_code,int64,N:1,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
uses,Session,Protocol,src_port,int64,N:1,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
uses,Session,Protocol,dst_port,int64,N:1,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
uses,Session,Protocol,http_status_code,int64,N:1,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
uses,Session,Protocol,src_port,int64,N:1,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
uses,Session,Protocol,dst_port,int64,N:1,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
uses,Session,Protocol,http_status_code,int64,N:1,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
uses,Session,Protocol,src_port,int64,N:1,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
uses,Session,Protocol,dst_port,int64,N:1,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
uses,Session,Protocol,http_status_code,int64,N:1,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
generates,Device,Event,timestamp,timestamp,1:N,FOREIGN_KEY_SOURCE_AND_TARGET,device_sensor -> label,Processed_IoT_dataset
generates,Device,Event,motion_status,int64,1:N,OPTIONAL_EDGE_PROPERTY,motion_status,Processed_IoT_dataset
accesses,Process,Host,timestamp,timestamp,N:M,FOREIGN_KEY_SOURCE_AND_TARGET,Processor(_Total) DPC Rate -> system_resource,Processed_Windows_dataset
accesses,Process,Host,timestamp,timestamp,N:M,FOREIGN_KEY_SOURCE_AND_TARGET,Processor_DPC_Rate -> system_resource,Processed_Windows_dataset
creates,Process,Process,timestamp,timestamp,1:N,FOREIGN_KEY_SOURCE_AND_TARGET,Process(_Total) Creating Process ID -> Processor(_Total) pct_ Idle Time,Processed_Windows_dataset
creates,Process,Process,timestamp,timestamp,1:N,FOREIGN_KEY_SOURCE_AND_TARGET,Process_Creating Process ID -> Processor_pct_ Idle_Time,Processed_Windows_dataset
runs_on,Service,Host,timestamp,timestamp,1:N,FOREIGN_KEY_SOURCE_AND_TARGET,service -> Host,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
runs_on,Service,Host,src_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
runs_on,Service,Host,dst_port,int64,1:N,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
runs_on,Service,Host,http_status_code,int64,1:N,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,timestamp,timestamp,N:M,FOREIGN_KEY_SOURCE_AND_TARGET,src_ip -> dst_ip,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
communicates_with,Source IP,Destination IP,src_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,src_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,dst_port,int64,N:M,OPTIONAL_EDGE_PROPERTY,dst_port,Processed_Network_dataset
communicates_with,Source IP,Destination IP,http_status_code,int64,N:M,OPTIONAL_EDGE_PROPERTY,http_status_code,Processed_Network_dataset
executes,User,Process,timestamp,timestamp,1:N,FOREIGN_KEY_SOURCE_AND_TARGET,Processor(_Total) pct_ User Time -> Processor(_Total) DPC Rate,Processed_Windows_dataset
executes,User,Process,timestamp,timestamp,1:N,FOREIGN_KEY_SOURCE_AND_TARGET,Processor_pct_ User_Time -> Processor_DPC_Rate,Processed_Windows_dataset
